idx,void_id,void_ra_deg,void_dec_deg,void_z,r_eff_mpc,theta_void_deg,n_center,n_edge,n_total_RM,center_abs_RM_mean,edge_abs_RM_mean,center_abs_RM_median,edge_abs_RM_median,center_RM_mad,edge_RM_mad,LRI_abs,LRI_mad,PVGU_VOID_RM_index
1177,5157,353.079,13.201,0.28,56.524,2.702425434911102,7,22,29,25.45714285714286,31.659090909090914,21.3,27.65,17.34642,20.23749,0.10858468149933304,0.07692307692307494,0.09750311989764271
1178,5714,4.098,32.335,0.333,37.663,1.5140825010533099,7,9,16,20.342857142857145,24.2,12.7,20.099999999999998,13.491660000000001,8.8956,0.08659397049390433,-0.205298013245024,-0.015568223814720582
1181,1254,352.299,2.304,0.387,80.859,2.797024460653676,7,27,34,23.614285714285717,15.403703703703703,23.700000000000003,12.700000000000001,13.63992,16.012079999999994,-0.21043067910609145,0.07999999999999712,-0.10877994141896045
1182,181,324.995,5.796,0.226,39.318,2.3289589972865876,3,18,21,22.366666666666664,18.902777777777775,21.4,14.299999999999999,21.645960000000002,16.790445,-0.08393349936056874,-0.12632594021214724,-0.0987708536586212
1183,5631,2.798,28.843,0.229,64.123,3.7484973979894076,12,78,90,43.35833333333333,37.57179487179487,50.6,39.449999999999996,35.50826999999999,23.276820000000004,-0.07150042375901879,-0.2080706179066797,-0.1192999917107001
1184,512,333.808,0.624,0.294,41.469,1.8882308797666816,4,15,19,9.45,9.973333333333333,10.35,4.1,1.7049900000000004,6.6716999999999995,0.02694353869915771,0.59292035398223,0.22503542404823298
1186,3188,340.795,14.305,0.306,48.56,2.124399130440472,6,24,30,17.75,18.787499999999998,17.349999999999998,14.549999999999999,5.114969999999999,26.686799999999998,0.02839548409168579,0.678321678321657,0.2558696520721757
1187,4464,354.513,13.604,0.407,38.122,1.2538919990113002,3,4,7,45.300000000000004,35.875,28.6,37.3,11.56428,20.015100000000004,-0.11610717585463366,0.26760563380280855,0.018192307525471102
1188,3366,334.743,8.976,0.401,41.63,1.3897635007863618,7,12,19,21.75714285714286,20.075000000000003,22.5,19.35,16.160339999999998,14.751870000000004,-0.04021173055579173,-0.0455635491606698,-0.04208486706749906
1190,1847,10.396,7.284,0.294,107.984,4.916895110099722,21,108,129,24.185714285714283,26.81018518518519,24.9,25.15,16.456860000000002,15.34491,0.051464351579257765,-0.03496503496503393,0.021214066288755676
1192,5405,351.334,9.087,0.312,48.495,2.0807563709313794,5,18,23,24.68,27.26111111111111,24.9,28.700000000000003,3.558239999999998,12.083190000000002,0.04969302842963086,0.5450236966824299,0.2230587623181105
1196,6595,6.82,-4.378,0.359,41.185,1.5357604712247779,5,12,17,30.46,21.091666666666665,27.8,20.3,22.68378,17.34642,-0.1817270699298404,-0.13333333333333003,-0.16478926212106176
1197,881,24.04,14.453,0.298,40.182,1.8050704167931646,9,7,16,29.088888888888885,23.94285714285714,22.499999999999996,21.799999999999997,12.157319999999999,8.8956,-0.09703681532475124,-0.1549295774647813,-0.11729928207376177
1198,4388,5.881,10.44,0.332,48.151,1.9415388746582782,3,19,22,24.96666666666667,24.69473684210526,24.9,24.299999999999997,10.526460000000002,16.605120000000003,-0.005475677394284073,0.22404371584698626,0.07485611024016053
1199,3685,24.427,17.205,0.344,74.022,2.8805885888376035,7,42,49,20.599999999999998,25.87857142857143,15.999999999999996,20.449999999999996,15.5673,20.089229999999997,0.11357000153680415,0.1268191268191232,0.1182071953856158
1200,5776,11.199,28.998,0.249,63.688,3.4240265788661066,8,63,71,27.3375,26.05714285714286,26.45,23.699999999999996,4.892580000000003,20.904659999999996,-0.023979131132737495,0.6206896551723896,0.20165494407405699
1205,3395,336.518,15.153,0.265,54.091,2.7324863424811636,8,35,43,14.9125,28.02857142857142,15.999999999999996,25.5,10.97124,18.235979999999994,0.3054435064664959,0.24873096446699644,0.28559411676667107
1206,5404,2.186,7.968,0.331,60.435,2.444214949652095,8,31,39,28.95,28.567741935483873,31.2,28.400000000000002,17.124029999999998,9.933420000000003,-0.006645915706233532,-0.2657534246575242,-0.09733354383918526
1208,4773,352.929,7.204,0.346,77.225,2.9878630090876928,10,26,36,30.79,26.03461538461539,29.550000000000004,27.4,7.264740000000002,16.975769999999997,-0.08368529348061356,0.4006116207950903,0.08581862651588278
1209,1881,22.034,4.186,0.397,53.395,1.800482677970898,3,16,19,45.46666666666666,34.88125,50.099999999999994,32.599999999999994,20.31162,12.009060000000007,-0.13174475587937703,-0.2568807339449459,-0.17554234820232614
1210,214,323.571,6.129,0.288,48.793,2.268004421227468,6,19,25,15.141666666666666,16.265789473684208,9.725,16.15,15.122519999999998,18.90315,0.03579159044254096,0.11111111111110791,0.062153422676539394
1211,784,26.531,-0.098,0.232,26.668,1.5387969787855293,6,8,14,16.7,27.737499999999997,8.05,20.2,6.89409,21.645960000000006,0.24838255977495918,0.5168831168830988,0.34235775476280805
1212,4927,1.202,17.694,0.393,78.36,2.6691976900936547,12,25,37,10.500000000000002,14.595999999999998,6.799999999999999,10.3,8.821469999999998,15.419040000000003,0.1632132610774559,0.2721712538226189,0.20134855853826295
1213,3357,340.594,9.982,0.261,40.694,2.0872224473675765,5,21,26,17.439999999999998,14.776190476190477,16.299999999999997,11.100000000000001,9.636899999999999,20.45988,-0.08268542879947703,0.3596059113300374,0.07211654024585301
1215,3532,337.196,12.899,0.396,54.816,1.8530665591600117,6,19,25,17.833333333333332,20.726315789473684,16.4,16.6,11.71254,19.42205999999999,0.07502616133581864,0.24761904761903944,0.13543367153494593
1217,4328,342.856,18.545,0.395,56.684,1.9210658736067419,4,17,21,57.974999999999994,38.88235294117647,57.75,30.299999999999997,22.31313000000001,31.72764,-0.1971212972382045,0.1742112482853189,-0.06715490630497134
1219,4461,11.084,17.978,0.342,108.318,4.2398782896773035,10,84,94,17.97,15.716666666666667,15.100000000000003,13.2,22.387260000000005,15.04839,-0.06689095586779928,-0.1960396039603909,-0.11209298270020635
1220,2595,38.258,-4.182,0.343,40.987,1.5996717493410977,3,10,13,8.35,7.409999999999999,4.85,6.8,9.48864,6.52344,-0.059644670050757666,-0.18518518518517366,-0.10358385034780326
1221,1758,20.479,9.388,0.237,42.598,2.4061335380912903,3,14,17,21.133333333333333,44.392857142857146,28.699999999999996,35.15,1.4826000000000104,20.608139999999995,0.3549652992260402,0.865771812080497,0.5337475787251
1222,1897,22.472,2.483,0.233,29.103,1.672094050749303,4,7,11,38.675,61.25714285714287,40.25,55.599999999999994,2.5204199999999988,12.157320000000004,0.22597476859297166,0.6565656565656119,0.37668157938339575
1224,708,323.714,-0.573,0.343,29.356,1.1457282522179535,3,8,11,17.516666666666666,16.1375,19.05,9.2,4.744319999999998,12.6021,-0.040980562089883626,0.45299145299142707,0.1319096431885751
1225,69,322.872,4.201,0.347,53.279,2.0554430746030823,4,18,22,15.425,12.616666666666665,17.049999999999997,9.375,20.237489999999998,16.90164,-0.10014858841010053,-0.08982035928143464,-0.09653370821506749
1226,1181,12.548,5.708,0.377,59.086,2.0980802872592172,3,21,24,32.53333333333334,15.823809523809526,32.2,12.900000000000002,3.409980000000001,11.416019999999998,-0.3455440669620805,0.5399999999999634,-0.03560364352536516
1227,1272,352.981,1.356,0.236,52.957,3.0039329515229496,7,35,42,23.928571428571434,20.905714285714282,27.6,19.200000000000003,14.529480000000005,22.38726,-0.0674228906449133,0.21285140562248406,0.03067311304867576
